LEFT_TABLE,LEFT_COLUMN,RIGHT_TABLE,RIGHT_COLUMN
test_database#farm#competition_record.csv,Farm_ID,test_database#farm#farm.csv,Farm_ID
test_database#film_rank#film_market_estimation.csv,Film_ID,test_database#film_rank#film.csv,Film_ID
test_database#film_rank#film_market_estimation.csv,Market_ID,test_database#film_rank#market.csv,Market_ID
test_database#flight_1#flight.csv,aid,test_database#flight_1#aircraft.csv,aid
test_database#flight_1#certificate.csv,eid,test_database#flight_1#employee.csv,eid
test_database#flight_1#certificate.csv,aid,test_database#flight_1#aircraft.csv,aid
test_database#flight_2#flights.csv,SourceAirport,test_database#flight_2#airports.csv,AirportCode
test_database#flight_2#flights.csv,DestAirport,test_database#flight_2#airports.csv,AirportCode
test_database#flight_company#flight.csv,airport_id,test_database#flight_company#airport.csv,id
test_database#flight_company#flight.csv,company_id,test_database#flight_company#operate_company.csv,id
test_database#formula_1#races.csv,circuitId,test_database#formula_1#circuits.csv,circuitId
test_database#formula_1#constructorStandings.csv,constructorId,test_database#formula_1#constructors.csv,constructorId
test_database#formula_1#constructorStandings.csv,raceId,test_database#formula_1#races.csv,raceId
test_database#formula_1#results.csv,constructorId,test_database#formula_1#constructors.csv,constructorId
test_database#formula_1#results.csv,raceId,test_database#formula_1#races.csv,raceId
test_database#formula_1#results.csv,driverId,test_database#formula_1#drivers.csv,driverId
test_database#formula_1#driverStandings.csv,raceId,test_database#formula_1#races.csv,raceId
test_database#formula_1#driverStandings.csv,driverId,test_database#formula_1#drivers.csv,driverId
test_database#formula_1#constructorResults.csv,constructorId,test_database#formula_1#constructors.csv,constructorId
test_database#formula_1#constructorResults.csv,raceId,test_database#formula_1#races.csv,raceId
test_database#formula_1#qualifying.csv,constructorId,test_database#formula_1#constructors.csv,constructorId
test_database#formula_1#qualifying.csv,raceId,test_database#formula_1#races.csv,raceId
test_database#formula_1#qualifying.csv,driverId,test_database#formula_1#drivers.csv,driverId
test_database#formula_1#pitStops.csv,raceId,test_database#formula_1#races.csv,raceId
test_database#formula_1#pitStops.csv,driverId,test_database#formula_1#drivers.csv,driverId
test_database#formula_1#lapTimes.csv,raceId,test_database#formula_1#races.csv,raceId
test_database#formula_1#lapTimes.csv,driverId,test_database#formula_1#drivers.csv,driverId
test_database#game_1#Plays_Games.csv,GameID,test_database#game_1#Video_Games.csv,GameID
test_database#game_1#Plays_Games.csv,StuID,test_database#game_1#Student.csv,StuID
test_database#game_1#SportsInfo.csv,StuID,test_database#game_1#Student.csv,StuID
test_database#game_injury#game.csv,stadium_id,test_database#game_injury#stadium.csv,id
test_database#game_injury#injury_accident.csv,game_id,test_database#game_injury#game.csv,id
test_database#gas_company#station_company.csv,Station_ID,test_database#gas_company#gas_station.csv,Station_ID
test_database#gas_company#station_company.csv,Company_ID,test_database#gas_company#company.csv,Company_ID
test_database#geo#city.csv,state_name,test_database#geo#state.csv,state_name
test_database#geo#border_info.csv,state_name,test_database#geo#state.csv,state_name
test_database#geo#border_info.csv,border,test_database#geo#state.csv,state_name
test_database#geo#highlow.csv,state_name,test_database#geo#state.csv,state_name
test_database#geo#mountain.csv,state_name,test_database#geo#state.csv,state_name
test_database#geo#river.csv,traverse,test_database#geo#state.csv,state_name
test_database#government_shift#Customers_and_Services.csv,Service_ID,test_database#government_shift#Services.csv,Service_ID
test_database#government_shift#Customers_and_Services.csv,Customer_ID,test_database#government_shift#Customers.csv,Customer_ID
test_database#government_shift#Customer_Interactions.csv,Service_ID,test_database#government_shift#Services.csv,Service_ID
test_database#government_shift#Customer_Interactions.csv,Channel_ID,test_database#government_shift#Channels.csv,Channel_ID
test_database#government_shift#Customer_Interactions.csv,Customer_ID,test_database#government_shift#Customers.csv,Customer_ID
test_database#government_shift#Integration_Platform.csv,Customer_Interaction_ID,test_database#government_shift#Customer_Interactions.csv,Customer_Interaction_ID
test_database#government_shift#Analytical_Layer.csv,Customers_and_Services_ID,test_database#government_shift#Customers_and_Services.csv,Customers_and_Services_ID
test_database#gymnast#gymnast.csv,Gymnast_ID,test_database#gymnast#people.csv,People_ID
test_database#headphone_store#stock.csv,Store_ID,test_database#headphone_store#store.csv,Store_ID
test_database#headphone_store#stock.csv,Headphone_ID,test_database#headphone_store#headphone.csv,Headphone_ID
test_database#hospital_1#Department.csv,Head,test_database#hospital_1#Physician.csv,EmployeeID
test_database#hospital_1#Affiliated_With.csv,Physician,test_database#hospital_1#Physician.csv,EmployeeID
test_database#hospital_1#Affiliated_With.csv,Department,test_database#hospital_1#Department.csv,DepartmentID
test_database#hospital_1#Trained_In.csv,Physician,test_database#hospital_1#Physician.csv,EmployeeID
test_database#hospital_1#Trained_In.csv,Treatment,test_database#hospital_1#Procedures.csv,Code
test_database#hospital_1#Patient.csv,PCP,test_database#hospital_1#Physician.csv,EmployeeID
test_database#hospital_1#Appointment.csv,Patient,test_database#hospital_1#Patient.csv,SSN
test_database#hospital_1#Appointment.csv,PrepNurse,test_database#hospital_1#Nurse.csv,EmployeeID
test_database#hospital_1#Appointment.csv,Physician,test_database#hospital_1#Physician.csv,EmployeeID
test_database#hospital_1#Prescribes.csv,Physician,test_database#hospital_1#Physician.csv,EmployeeID
test_database#hospital_1#Prescribes.csv,Patient,test_database#hospital_1#Patient.csv,SSN
test_database#hospital_1#Prescribes.csv,Medication,test_database#hospital_1#Medication.csv,Code
test_database#hospital_1#Prescribes.csv,Appointment,test_database#hospital_1#Appointment.csv,AppointmentID
test_database#hospital_1#On_Call.csv,Nurse,test_database#hospital_1#Nurse.csv,EmployeeID
test_database#hospital_1#Stay.csv,Patient,test_database#hospital_1#Patient.csv,SSN
test_database#hospital_1#Stay.csv,Room,test_database#hospital_1#Room.csv,RoomNumber
test_database#hospital_1#Undergoes.csv,Patient,test_database#hospital_1#Patient.csv,SSN
test_database#hospital_1#Undergoes.csv,Procedures,test_database#hospital_1#Procedures.csv,Code
test_database#hospital_1#Undergoes.csv,Stay,test_database#hospital_1#Stay.csv,StayID
test_database#hospital_1#Undergoes.csv,Physician,test_database#hospital_1#Physician.csv,EmployeeID
test_database#hospital_1#Undergoes.csv,AssistingNurse,test_database#hospital_1#Nurse.csv,EmployeeID
test_database#hr_1#countries.csv,REGION_ID,test_database#hr_1#regions.csv,REGION_ID
test_database#hr_1#employees.csv,DEPARTMENT_ID,test_database#hr_1#departments.csv,DEPARTMENT_ID
test_database#hr_1#employees.csv,JOB_ID,test_database#hr_1#jobs.csv,JOB_ID
test_database#hr_1#job_history.csv,EMPLOYEE_ID,test_database#hr_1#employees.csv,EMPLOYEE_ID
test_database#hr_1#job_history.csv,DEPARTMENT_ID,test_database#hr_1#departments.csv,DEPARTMENT_ID
test_database#hr_1#job_history.csv,JOB_ID,test_database#hr_1#jobs.csv,JOB_ID
test_database#hr_1#locations.csv,COUNTRY_ID,test_database#hr_1#countries.csv,COUNTRY_ID
test_database#imdb#cast.csv,aid,test_database#imdb#actor.csv,aid
test_database#imdb#cast.csv,msid,test_database#imdb#copyright.csv,msid
test_database#imdb#classification.csv,gid,test_database#imdb#genre.csv,gid
test_database#imdb#classification.csv,msid,test_database#imdb#copyright.csv,msid
test_database#imdb#directed_by.csv,msid,test_database#imdb#copyright.csv,msid
test_database#imdb#directed_by.csv,did,test_database#imdb#director.csv,did
test_database#imdb#made_by.csv,msid,test_database#imdb#copyright.csv,msid
test_database#imdb#made_by.csv,pid,test_database#imdb#producer.csv,pid
test_database#imdb#tags.csv,msid,test_database#imdb#copyright.csv,msid
test_database#imdb#tags.csv,kid,test_database#imdb#keyword.csv,kid
test_database#imdb#written_by.csv,msid,test_database#imdb#copyright.csv,msid
test_database#imdb#written_by.csv,wid,test_database#imdb#writer.csv,wid
test_database#inn_1#Reservations.csv,Room,test_database#inn_1#Rooms.csv,RoomId
test_database#institution_sports#Championship.csv,Institution_ID,test_database#institution_sports#institution.csv,Institution_ID
test_database#insurance_and_eClaims#Policies.csv,Customer_ID,test_database#insurance_and_eClaims#Customers.csv,Customer_ID
test_database#insurance_and_eClaims#Claim_Headers.csv,Policy_ID,test_database#insurance_and_eClaims#Policies.csv,Policy_ID
test_database#insurance_and_eClaims#Claims_Documents.csv,Claim_ID,test_database#insurance_and_eClaims#Claim_Headers.csv,Claim_Header_ID
test_database#insurance_and_eClaims#Claims_Documents.csv,Created_by_Staff_ID,test_database#insurance_and_eClaims#Staff.csv,Staff_ID
test_database#insurance_and_eClaims#Claims_Processing.csv,Claim_ID,test_database#insurance_and_eClaims#Claim_Headers.csv,Claim_Header_ID
test_database#insurance_and_eClaims#Claims_Processing.csv,Staff_ID,test_database#insurance_and_eClaims#Staff.csv,Staff_ID
test_database#insurance_fnol#Customers_Policies.csv,Customer_ID,test_database#insurance_fnol#Customers.csv,Customer_ID
test_database#insurance_fnol#Customers_Policies.csv,Policy_ID,test_database#insurance_fnol#Available_Policies.csv,Policy_ID
test_database#insurance_fnol#First_Notification_of_Loss.csv,Service_ID,test_database#insurance_fnol#Services.csv,Service_ID
test_database#insurance_fnol#Claims.csv,FNOL_ID,test_database#insurance_fnol#First_Notification_of_Loss.csv,FNOL_ID
test_database#insurance_fnol#Settlements.csv,Claim_ID,test_database#insurance_fnol#Claims.csv,Claim_ID
test_database#insurance_policies#Customer_Policies.csv,Customer_ID,test_database#insurance_policies#Customers.csv,Customer_ID
test_database#insurance_policies#Claims.csv,Policy_ID,test_database#insurance_policies#Customer_Policies.csv,Policy_ID
test_database#insurance_policies#Settlements.csv,Claim_ID,test_database#insurance_policies#Claims.csv,Claim_ID
test_database#insurance_policies#Payments.csv,Settlement_ID,test_database#insurance_policies#Settlements.csv,Settlement_ID
test_database#journal_committee#journal_committee.csv,Editor_ID,test_database#journal_committee#editor.csv,Editor_ID
test_database#journal_committee#journal_committee.csv,Journal_ID,test_database#journal_committee#journal.csv,Journal_ID
test_database#loan_1#customer.csv,branch_ID,test_database#loan_1#bank.csv,branch_ID
test_database#loan_1#loan.csv,branch_ID,test_database#loan_1#bank.csv,branch_ID
test_database#loan_1#loan.csv,Cust_ID,test_database#loan_1#customer.csv,Cust_ID
test_database#local_govt_and_lot#Residents.csv,property_id,test_database#local_govt_and_lot#Properties.csv,property_id
test_database#local_govt_and_lot#Services.csv,organization_id,test_database#local_govt_and_lot#Organizations.csv,organization_id
test_database#local_govt_and_lot#Residents_Services.csv,service_id,test_database#local_govt_and_lot#Services.csv,service_id
test_database#local_govt_and_lot#Things.csv,organization_id,test_database#local_govt_and_lot#Organizations.csv,organization_id
test_database#local_govt_and_lot#Customer_Events.csv,thing_id,test_database#local_govt_and_lot#Things.csv,thing_id
test_database#local_govt_and_lot#Customer_Events.csv,customer_id,test_database#local_govt_and_lot#Customers.csv,customer_id
test_database#local_govt_and_lot#Customer_Event_Notes.csv,Customer_Event_ID,test_database#local_govt_and_lot#Customer_Events.csv,Customer_Event_ID
test_database#local_govt_and_lot#Timed_Status_of_Things.csv,thing_id,test_database#local_govt_and_lot#Things.csv,thing_id
test_database#local_govt_and_lot#Timed_Locations_of_Things.csv,thing_id,test_database#local_govt_and_lot#Things.csv,thing_id
test_database#local_govt_in_alabama#Events.csv,Service_ID,test_database#local_govt_in_alabama#Services.csv,Service_ID
test_database#local_govt_in_alabama#Participants_in_Events.csv,Participant_ID,test_database#local_govt_in_alabama#Participants.csv,Participant_ID
test_database#local_govt_in_alabama#Participants_in_Events.csv,Event_ID,test_database#local_govt_in_alabama#Events.csv,Event_ID
test_database#local_govt_mdm#CMI_Cross_References.csv,master_customer_id,test_database#local_govt_mdm#Customer_Master_Index.csv,master_customer_id
test_database#local_govt_mdm#Council_Tax.csv,cmi_cross_ref_id,test_database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
test_database#local_govt_mdm#Business_Rates.csv,cmi_cross_ref_id,test_database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
test_database#local_govt_mdm#Benefits_Overpayments.csv,cmi_cross_ref_id,test_database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
test_database#local_govt_mdm#Parking_Fines.csv,cmi_cross_ref_id,test_database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
test_database#local_govt_mdm#Rent_Arrears.csv,cmi_cross_ref_id,test_database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
test_database#local_govt_mdm#Electoral_Register.csv,cmi_cross_ref_id,test_database#local_govt_mdm#CMI_Cross_References.csv,cmi_cross_ref_id
test_database#machine_repair#repair_assignment.csv,technician_id,test_database#machine_repair#technician.csv,technician_id
test_database#machine_repair#repair_assignment.csv,repair_ID,test_database#machine_repair#repair.csv,repair_ID
test_database#machine_repair#repair_assignment.csv,Machine_ID,test_database#machine_repair#machine.csv,Machine_ID
test_database#manufactory_1#Products.csv,Manufacturer,test_database#manufactory_1#Manufacturers.csv,Code
test_database#manufacturer#furniture_manufacte.csv,Manufacturer_ID,test_database#manufacturer#manufacturer.csv,Manufacturer_ID
test_database#manufacturer#furniture_manufacte.csv,Furniture_ID,test_database#manufacturer#furniture.csv,Furniture_ID
test_database#match_season#match_season.csv,Country,test_database#match_season#country.csv,Country_id
test_database#match_season#match_season.csv,Team,test_database#match_season#team.csv,Team_id
test_database#match_season#player.csv,Team,test_database#match_season#team.csv,Team_id
test_database#medicine_enzyme_interaction#medicine_enzyme_interaction.csv,enzyme_id,test_database#medicine_enzyme_interaction#enzyme.csv,id
test_database#medicine_enzyme_interaction#medicine_enzyme_interaction.csv,medicine_id,test_database#medicine_enzyme_interaction#medicine.csv,id
test_database#mountain_photos#photos.csv,camera_lens_id,test_database#mountain_photos#camera_lens.csv,id
test_database#mountain_photos#photos.csv,mountain_id,test_database#mountain_photos#mountain.csv,id
test_database#movie_1#Rating.csv,mID,test_database#movie_1#Movie.csv,mID
test_database#movie_1#Rating.csv,rID,test_database#movie_1#Reviewer.csv,rID
test_database#movie_2#MovieTheaters.csv,Movie,test_database#movie_2#Movies.csv,Code
test_database#museum_visit#visit.csv,Museum_ID,test_database#museum_visit#museum.csv,Museum_ID
test_database#museum_visit#visit.csv,visitor_ID,test_database#museum_visit#visitor.csv,ID
test_database#music_1#artist.csv,preferred_genre,test_database#music_1#genre.csv,g_name
test_database#music_1#files.csv,artist_name,test_database#music_1#artist.csv,artist_name
test_database#music_1#song.csv,artist_name,test_database#music_1#artist.csv,artist_name
test_database#music_1#song.csv,f_id,test_database#music_1#files.csv,f_id
test_database#music_1#song.csv,genre_is,test_database#music_1#genre.csv,g_name
test_database#music_2#Instruments.csv,SongId,test_database#music_2#Songs.csv,SongId
test_database#music_2#Instruments.csv,BandmateId,test_database#music_2#Band.csv,Id
test_database#music_2#Performance.csv,SongId,test_database#music_2#Songs.csv,SongId
test_database#music_2#Performance.csv,Bandmate,test_database#music_2#Band.csv,Id
test_database#music_2#Tracklists.csv,SongId,test_database#music_2#Songs.csv,SongId
test_database#music_2#Tracklists.csv,AlbumId,test_database#music_2#Albums.csv,AId
test_database#music_2#Vocals.csv,SongId,test_database#music_2#Songs.csv,SongId
test_database#music_2#Vocals.csv,Bandmate,test_database#music_2#Band.csv,Id
test_database#music_4#volume.csv,Artist_ID,test_database#music_4#artist.csv,Artist_ID
test_database#music_4#music_festival.csv,Volume,test_database#music_4#volume.csv,Volume_ID
test_database#musical#actor.csv,Musical_ID,test_database#musical#actor.csv,Actor_ID
test_database#network_1#Friend.csv,student_id,test_database#network_1#Highschooler.csv,ID
test_database#network_1#Friend.csv,friend_id,test_database#network_1#Highschooler.csv,ID
test_database#network_1#Likes.csv,liked_id,test_database#network_1#Highschooler.csv,ID
test_database#network_1#Likes.csv,student_id,test_database#network_1#Highschooler.csv,ID
test_database#network_2#PersonFriend.csv,name,test_database#network_2#Person.csv,name
test_database#network_2#PersonFriend.csv,friend,test_database#network_2#Person.csv,name
test_database#news_report#news_report.csv,journalist_ID,test_database#news_report#journalist.csv,journalist_ID
test_database#news_report#news_report.csv,Event_ID,test_database#news_report#event.csv,Event_ID
test_database#online_exams#Questions_in_Exams.csv,Question_ID,test_database#online_exams#Questions.csv,Question_ID
test_database#online_exams#Questions_in_Exams.csv,Exam_ID,test_database#online_exams#Exams.csv,Exam_ID
test_database#online_exams#Valid_Answers.csv,Question_ID,test_database#online_exams#Questions.csv,Question_ID
test_database#online_exams#Student_Answers.csv,Student_ID,test_database#online_exams#Students.csv,Student_ID
test_database#online_exams#Student_Assessments.csv,Valid_Answer_ID,test_database#online_exams#Valid_Answers.csv,Valid_Answer_ID
test_database#orchestra#orchestra.csv,Conductor_ID,test_database#orchestra#conductor.csv,Conductor_ID
test_database#orchestra#performance.csv,Orchestra_ID,test_database#orchestra#orchestra.csv,Orchestra_ID
test_database#orchestra#show.csv,Performance_ID,test_database#orchestra#performance.csv,Performance_ID
test_database#party_host#party_host.csv,Host_ID,test_database#party_host#host.csv,Host_ID
test_database#party_host#party_host.csv,Party_ID,test_database#party_host#party.csv,Party_ID
test_database#party_people#party.csv,Region_ID,test_database#party_people#region.csv,Region_ID
test_database#party_people#member.csv,Party_ID,test_database#party_people#party.csv,Party_ID
test_database#party_people#party_events.csv,Party_ID,test_database#party_people#party.csv,Party_ID
test_database#party_people#party_events.csv,Member_in_charge_ID,test_database#party_people#member.csv,Member_ID
test_database#performance_attendance#member_attendance.csv,Member_ID,test_database#performance_attendance#member.csv,Member_ID
test_database#performance_attendance#member_attendance.csv,Performance_ID,test_database#performance_attendance#performance.csv,Performance_ID
test_database#perpetrator#perpetrator.csv,People_ID,test_database#perpetrator#people.csv,People_ID
test_database#pets_1#Has_Pet.csv,PetID,test_database#pets_1#Pets.csv,PetID
test_database#pets_1#Has_Pet.csv,StuID,test_database#pets_1#Student.csv,StuID
test_database#phone_1#phone.csv,screen_mode,test_database#phone_1#screen_mode.csv,Graphics_mode
test_database#phone_1#phone.csv,chip_model,test_database#phone_1#chip_model.csv,Model_name
test_database#phone_market#phone_market.csv,Market_ID,test_database#phone_market#market.csv,Market_ID
test_database#phone_market#phone_market.csv,Phone_ID,test_database#phone_market#phone.csv,Phone_ID
test_database#pilot_1#PilotSkills.csv,plane_name,test_database#pilot_1#Hangar.csv,plane_name
test_database#pilot_record#pilot_record.csv,Pilot_ID,test_database#pilot_record#pilot.csv,Pilot_ID
test_database#pilot_record#pilot_record.csv,Aircraft_ID,test_database#pilot_record#aircraft.csv,Aircraft_ID
test_database#planet_1#Shipment.csv,Manager,test_database#planet_1#Employee.csv,EmployeeID
test_database#planet_1#Shipment.csv,Planet,test_database#planet_1#Planet.csv,PlanetID
test_database#planet_1#Has_Clearance.csv,Employee,test_database#planet_1#Employee.csv,EmployeeID
test_database#planet_1#Has_Clearance.csv,Planet,test_database#planet_1#Planet.csv,PlanetID
test_database#planet_1#Package.csv,Shipment,test_database#planet_1#Shipment.csv,ShipmentID
test_database#planet_1#Package.csv,Sender,test_database#planet_1#Client.csv,AccountNumber
test_database#planet_1#Package.csv,Recipient,test_database#planet_1#Client.csv,AccountNumber
test_database#poker_player#poker_player.csv,People_ID,test_database#poker_player#people.csv,People_ID
test_database#product_catalog#Catalog_Structure.csv,catalog_id,test_database#product_catalog#Catalogs.csv,catalog_id
test_database#product_catalog#Catalog_Contents.csv,catalog_level_number,test_database#product_catalog#Catalog_Structure.csv,catalog_level_number
test_database#product_catalog#Catalog_Contents_Additional_Attributes.csv,catalog_entry_id,test_database#product_catalog#Catalog_Contents.csv,catalog_entry_id
test_database#product_catalog#Catalog_Contents_Additional_Attributes.csv,catalog_level_number,test_database#product_catalog#Catalog_Structure.csv,catalog_level_number
test_database#products_for_hire#Customers.csv,coupon_id,test_database#products_for_hire#Discount_Coupons.csv,coupon_id
test_database#products_for_hire#Bookings.csv,customer_id,test_database#products_for_hire#Customers.csv,customer_id
test_database#products_for_hire#Payments.csv,booking_id,test_database#products_for_hire#Bookings.csv,booking_id
test_database#products_for_hire#Payments.csv,customer_id,test_database#products_for_hire#Customers.csv,customer_id
test_database#products_for_hire#Products_Booked.csv,booking_id,test_database#products_for_hire#Bookings.csv,booking_id
test_database#products_for_hire#Products_Booked.csv,product_id,test_database#products_for_hire#Products_for_Hire.csv,product_id
test_database#products_for_hire#View_Product_Availability.csv,booking_id,test_database#products_for_hire#Bookings.csv,booking_id
test_database#products_for_hire#View_Product_Availability.csv,product_id,test_database#products_for_hire#Products_for_Hire.csv,product_id
test_database#products_gen_characteristics#Characteristics.csv,characteristic_type_code,test_database#products_gen_characteristics#Ref_Characteristic_Types.csv,characteristic_type_code
test_database#products_gen_characteristics#Products.csv,product_category_code,test_database#products_gen_characteristics#Ref_Product_Categories.csv,product_category_code
test_database#products_gen_characteristics#Product_Characteristics.csv,characteristic_id,test_database#products_gen_characteristics#Characteristics.csv,characteristic_id
test_database#products_gen_characteristics#Product_Characteristics.csv,product_id,test_database#products_gen_characteristics#Products.csv,product_id
test_database#program_share#broadcast.csv,Channel_ID,test_database#program_share#channel.csv,Channel_ID
test_database#program_share#broadcast.csv,Program_ID,test_database#program_share#program.csv,Program_ID
test_database#program_share#broadcast_share.csv,Channel_ID,test_database#program_share#channel.csv,Channel_ID
test_database#program_share#broadcast_share.csv,Program_ID,test_database#program_share#program.csv,Program_ID
test_database#protein_institute#protein.csv,Institution_id,test_database#protein_institute#Institution.csv,Institution_id
test_database#race_track#race.csv,Track_ID,test_database#race_track#track.csv,Track_ID
test_database#railway#train.csv,Railway_ID,test_database#railway#railway.csv,Railway_ID
test_database#railway#railway_manage.csv,Manager_ID,test_database#railway#manager.csv,Manager_ID
test_database#railway#railway_manage.csv,Railway_ID,test_database#railway#railway.csv,Railway_ID
test_database#real_estate_properties#Other_Available_Features.csv,feature_type_code,test_database#real_estate_properties#Ref_Feature_Types.csv,feature_type_code
test_database#real_estate_properties#Properties.csv,property_type_code,test_database#real_estate_properties#Ref_Property_Types.csv,property_type_code
test_database#real_estate_properties#Other_Property_Features.csv,feature_id,test_database#real_estate_properties#Other_Available_Features.csv,feature_id
test_database#real_estate_properties#Other_Property_Features.csv,property_id,test_database#real_estate_properties#Properties.csv,property_id
test_database#real_estate_rentals#Properties.csv,owner_user_id,test_database#real_estate_rentals#Users.csv,user_id
test_database#real_estate_rentals#Properties.csv,property_address_id,test_database#real_estate_rentals#Addresses.csv,address_id
test_database#real_estate_rentals#Properties.csv,property_type_code,test_database#real_estate_rentals#Ref_Property_Types.csv,property_type_code
test_database#real_estate_rentals#Property_Features.csv,feature_id,test_database#real_estate_rentals#Features.csv,feature_id
test_database#real_estate_rentals#Property_Features.csv,property_id,test_database#real_estate_rentals#Properties.csv,property_id
test_database#real_estate_rentals#Property_Photos.csv,property_id,test_database#real_estate_rentals#Properties.csv,property_id
test_database#real_estate_rentals#Rooms.csv,property_id,test_database#real_estate_rentals#Properties.csv,property_id
test_database#real_estate_rentals#Rooms.csv,room_type_code,test_database#real_estate_rentals#Ref_Room_Types.csv,room_type_code
test_database#real_estate_rentals#User_Property_History.csv,user_id,test_database#real_estate_rentals#Users.csv,user_id
test_database#real_estate_rentals#User_Property_History.csv,property_id,test_database#real_estate_rentals#Properties.csv,property_id
test_database#real_estate_rentals#User_Searches.csv,user_id,test_database#real_estate_rentals#Users.csv,user_id
test_database#region_building#building.csv,Region_ID,test_database#region_building#region.csv,Region_ID
test_database#restaurant_1#Type_Of_Restaurant.csv,ResID,test_database#restaurant_1#Restaurant.csv,ResID
test_database#restaurant_1#Type_Of_Restaurant.csv,ResTypeID,test_database#restaurant_1#Restaurant_Type.csv,ResTypeID
test_database#restaurant_1#Visits_Restaurant.csv,StuID,test_database#restaurant_1#Student.csv,StuID
test_database#restaurant_1#Visits_Restaurant.csv,ResID,test_database#restaurant_1#Restaurant.csv,ResID
test_database#restaurant_bills#customer_order.csv,Customer_ID,test_database#restaurant_bills#customer.csv,Customer_ID
test_database#restaurant_bills#customer_order.csv,Branch_ID,test_database#restaurant_bills#branch.csv,Branch_ID
test_database#restaurants#RESTAURANT.csv,CITY_NAME,test_database#restaurants#GEOGRAPHIC.csv,CITY_NAME
test_database#restaurants#LOCATION.csv,CITY_NAME,test_database#restaurants#GEOGRAPHIC.csv,CITY_NAME
test_database#restaurants#LOCATION.csv,RESTAURANT_ID,test_database#restaurants#RESTAURANT.csv,RESTAURANT_ID
test_database#riding_club#coach.csv,Club_ID,test_database#riding_club#club.csv,Club_ID
test_database#riding_club#player_coach.csv,Player_ID,test_database#riding_club#player.csv,Player_ID
test_database#riding_club#player_coach.csv,Coach_ID,test_database#riding_club#coach.csv,Coach_ID
test_database#riding_club#match_result.csv,Club_ID,test_database#riding_club#club.csv,Club_ID
test_database#roller_coaster#roller_coaster.csv,Country_ID,test_database#roller_coaster#country.csv,Country_ID
test_database#sakila_1#address.csv,city_id,test_database#sakila_1#city.csv,city_id
test_database#sakila_1#city.csv,country_id,test_database#sakila_1#country.csv,country_id
test_database#sakila_1#customer.csv,address_id,test_database#sakila_1#address.csv,address_id
test_database#sakila_1#customer.csv,store_id,test_database#sakila_1#store.csv,store_id
test_database#sakila_1#film.csv,language_id,test_database#sakila_1#language.csv,language_id
test_database#sakila_1#film.csv,original_language_id,test_database#sakila_1#language.csv,language_id
test_database#sakila_1#film_actor.csv,actor_id,test_database#sakila_1#actor.csv,actor_id
test_database#sakila_1#film_actor.csv,film_id,test_database#sakila_1#film.csv,film_id
test_database#sakila_1#film_category.csv,film_id,test_database#sakila_1#film.csv,film_id
test_database#sakila_1#film_category.csv,category_id,test_database#sakila_1#category.csv,category_id
test_database#sakila_1#inventory.csv,store_id,test_database#sakila_1#store.csv,store_id
test_database#sakila_1#inventory.csv,film_id,test_database#sakila_1#film.csv,film_id
test_database#sakila_1#payment.csv,rental_id,test_database#sakila_1#rental.csv,rental_id
test_database#sakila_1#payment.csv,customer_id,test_database#sakila_1#customer.csv,customer_id
test_database#sakila_1#payment.csv,staff_id,test_database#sakila_1#staff.csv,staff_id
test_database#sakila_1#rental.csv,staff_id,test_database#sakila_1#staff.csv,staff_id
test_database#sakila_1#rental.csv,inventory_id,test_database#sakila_1#inventory.csv,inventory_id
test_database#sakila_1#rental.csv,customer_id,test_database#sakila_1#customer.csv,customer_id
test_database#sakila_1#staff.csv,store_id,test_database#sakila_1#store.csv,store_id
test_database#sakila_1#staff.csv,address_id,test_database#sakila_1#address.csv,address_id
test_database#sakila_1#store.csv,manager_staff_id,test_database#sakila_1#staff.csv,staff_id
test_database#sakila_1#store.csv,address_id,test_database#sakila_1#address.csv,address_id
test_database#scholar#paper.csv,journalId,test_database#scholar#journal.csv,journalId
test_database#scholar#paper.csv,venueId,test_database#scholar#venue.csv,venueId
test_database#scholar#cite.csv,citedpaperId,test_database#scholar#paper.csv,paperId
test_database#scholar#cite.csv,citingpaperId,test_database#scholar#paper.csv,paperId
test_database#scholar#paperKeyphrase.csv,paperId,test_database#scholar#paper.csv,paperId
test_database#scholar#paperKeyphrase.csv,keyphraseId,test_database#scholar#keyphrase.csv,keyphraseId
test_database#scholar#writes.csv,paperId,test_database#scholar#paper.csv,paperId
test_database#scholar#writes.csv,authorId,test_database#scholar#author.csv,authorId
test_database#school_bus#school_bus.csv,School_ID,test_database#school_bus#school.csv,School_ID
test_database#school_bus#school_bus.csv,Driver_ID,test_database#school_bus#driver.csv,Driver_ID
test_database#school_finance#budget.csv,School_id,test_database#school_finance#School.csv,School_id
test_database#school_finance#endowment.csv,School_id,test_database#school_finance#School.csv,School_id
test_database#school_player#school_details.csv,School_ID,test_database#school_player#school.csv,School_ID
test_database#school_player#school_performance.csv,School_ID,test_database#school_player#school.csv,School_ID
test_database#school_player#player.csv,School_ID,test_database#school_player#school.csv,School_ID
test_database#scientist_1#AssignedTo.csv,Scientist,test_database#scientist_1#Scientists.csv,SSN
