query_table,candidate_table,query_column,candidate_column,joinable_level,column_joinable
CAN_CSV0000000000003410.csv,CAN_CSV0000000000010564.csv,Local Time,Local Time,4,YES
CAN_CSV0000000000003410.csv,CAN_CSV0000000000010564.csv,Incident Number,Incident Number,4,YES
CAN_CSV0000000000003410.csv,CAN_CSV0000000000010564.csv,Incident Date,Incident Date,4,YES
CAN_CSV0000000000003410.csv,CAN_CSV0000000000003463.csv,Incident Date,Incident Date,4,YES
CAN_CSV0000000000003410.csv,CAN_CSV0000000000003463.csv,Incident Number,Incident Number,4,YES
CAN_CSV0000000000003410.csv,CAN_CSV0000000000003463.csv,Field Unit,Field Unit,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,program_code,program_code,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,program_description,program_description,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,account_description,account_description,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,account_type,account_type,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,department_name,department_name,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,account_category,account_category,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,document_id,document_id,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,business_unit,business_unit,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035271.csv,monetary_amount,monetary_amount,4,NO
CAN_CSV0000000000001024.csv,CAN_CSV0000000000007184.csv,REF_DATE,REF_DATE,4,YES
CAN_CSV0000000000001024.csv,CAN_CSV0000000000007184.csv,Coordinate,Coordinate,4,YES
CAN_CSV0000000000001024.csv,CAN_CSV0000000000007184.csv,SCALAR_FACTOR,SCALAR_FACTOR,4,YES
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Inspection Date,Inspection Date,4,YES
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Program City,Program City,4,YES
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Inspection Reason,Inspection Reason,4,YES
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Program ID,Program ID,4,YES
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Postal Code,Postal Code,4,YES
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Program Address,Program Address,4,YES
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Type of Program,Type of Program,4,YES
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Program Name,Program Name,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,ACCOUNT_DESCR,ACCOUNT_DESCR,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,VOUCHER_ID,VOUCHER_ID,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,VOUCHER_STYLE,VOUCHER_STYLE,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,FUND_DESCR,FUND_DESCR,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,business_unit,business_unit,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,DEPTID_DESCR,DEPTID_DESCR,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,TRANSACTION_TYPE,TRANSACTION_TYPE,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,CLASS_DESCR,CLASS_DESCR,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,OCP_AGNCY_NAME,OCP_AGNCY_NAME,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,FISCAL_YR_TAS,FISCAL_YR_TAS,4,NO
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,program_code,program_code,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,program_description,program_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,account_description,account_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,account_type,account_type,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,department_name,department_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,account_category,account_category,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,document_id,document_id,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,business_unit,business_unit,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036961.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000033543.csv,USA_CSV0000000000034329.csv,First Name,First Name,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000034329.csv,Entity Type,Entity Type,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000034329.csv,Business Name,Business Name,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000034329.csv,Registry Date,Registry Date,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000034329.csv,Registry Number,Registry Number,4,YES
USA_CSV0000000000034329.csv,USA_CSV0000000000035827.csv,First Name,First Name,4,YES
USA_CSV0000000000034329.csv,USA_CSV0000000000035827.csv,Entity Type,Entity Type,4,YES
USA_CSV0000000000034329.csv,USA_CSV0000000000035827.csv,Business Name,Business Name,4,YES
USA_CSV0000000000034329.csv,USA_CSV0000000000035827.csv,Registry Date,Registry Date,4,YES
USA_CSV0000000000034329.csv,USA_CSV0000000000035827.csv,Registry Number,Registry Number,4,YES
CAN_CSV0000000000005070.csv,CAN_CSV0000000000014315.csv,REF_DATE,REF_DATE,4,YES
CAN_CSV0000000000005070.csv,CAN_CSV0000000000014315.csv,Coordinate,Coordinate,4,YES
CAN_CSV0000000000005070.csv,CAN_CSV0000000000014315.csv,SCALAR_FACTOR,SCALAR_FACTOR,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,program_code,program_code,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,document_id,document_id,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,department_name,department_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,program_description,program_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,business_unit,business_unit,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035712.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,program_code,program_code,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,program_description,program_description,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,agency_name,agency_name,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,account_description,account_description,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,account_type,account_type,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,fund_description,fund_description,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,department_name,department_name,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,fund_group,fund_group,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,account_category,account_category,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,document_id,document_id,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,business_unit,business_unit,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036536.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,program_code,program_code,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,fund_description,fund_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,department_name,department_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,business_unit,business_unit,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036536.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,program_code,program_code,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,program_description,program_description,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,account_description,account_description,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,account_type,account_type,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,department_name,department_name,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,account_category,account_category,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,document_id,document_id,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,business_unit,business_unit,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000036844.csv,monetary_amount,monetary_amount,4,NO
CAN_CSV0000000000000558.csv,CAN_CSV0000000000005070.csv,Characteristics,Characteristics,4,NO
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,program_code,program_code,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,program_description,program_description,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,account_description,account_description,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,account_type,account_type,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,department_name,department_name,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,account_category,account_category,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,document_id,document_id,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,business_unit,business_unit,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000033534.csv,monetary_amount,monetary_amount,4,NO
CAN_CSV0000000000007832.csv,CAN_CSV0000000000018581.csv,Type of Program,Type of Program,4,YES
CAN_CSV0000000000001198.csv,CAN_CSV0000000000014315.csv,Statistics,Statistics,4,YES
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007677.csv,Deph/Profondeur(m),Deph/Profondeur(m),4,NO
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007677.csv,Salinity/Salinité,Salinity/Salinité,4,NO
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007677.csv,Ship/Navire,Ship/Navire,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,program_code,program_code,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,fund_description,fund_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,department_name,department_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,business_unit,business_unit,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,program_code,program_code,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,program_description,program_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,account_description,account_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,account_type,account_type,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,department_name,department_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,account_category,account_category,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,document_id,document_id,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,business_unit,business_unit,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035269.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,ACCOUNT_DESCR,ACCOUNT_DESCR,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,VOUCHER_ID,VOUCHER_ID,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,VOUCHER_STYLE,VOUCHER_STYLE,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,FUND_DESCR,FUND_DESCR,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,business_unit,business_unit,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,DEPTID_DESCR,DEPTID_DESCR,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,TRANSACTION_TYPE,TRANSACTION_TYPE,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,CLASS_DESCR,CLASS_DESCR,4,NO
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,OCP_AGNCY_NAME,OCP_AGNCY_NAME,4,YES
USA_CSV0000000000036104.csv,USA_CSV0000000000037302.csv,FISCAL_YR_TAS,FISCAL_YR_TAS,4,NO
CAN_CSV0000000000003356.csv,CAN_CSV0000000000015899.csv,Commercial Flow,Commercial Flow,4,NO
CAN_CSV0000000000001058.csv,CAN_CSV0000000000013124.csv,REF_DATE,REF_DATE,4,YES
CAN_CSV0000000000001058.csv,CAN_CSV0000000000013124.csv,Coordinate,Coordinate,4,YES
CAN_CSV0000000000001058.csv,CAN_CSV0000000000013124.csv,SCALAR_FACTOR,SCALAR_FACTOR,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000033630.csv,First Name,First Name,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000033630.csv,Entity Type,Entity Type,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000033630.csv,Business Name,Business Name,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000033630.csv,Registry Date,Registry Date,4,YES
USA_CSV0000000000033543.csv,USA_CSV0000000000033630.csv,Registry Number,Registry Number,4,YES
CAN_CSV0000000000001242.csv,CAN_CSV0000000000002295.csv,REF_DATE,REF_DATE,4,YES
CAN_CSV0000000000001242.csv,CAN_CSV0000000000002295.csv,Coordinate,Coordinate,4,YES
CAN_CSV0000000000001242.csv,CAN_CSV0000000000002295.csv,SCALAR_FACTOR,SCALAR_FACTOR,4,YES
CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001797__5.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001724__45.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001797__43.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001797__13.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001787__8.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001724__11.csv,CAN_CSV0000000000001724__13.csv,RentLocation,RentLocation,4,YES
CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001787__7.csv,RentLocation,RentLocation,4,YES
UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__8.csv,Post-Op Q Anxiety,Post-Op Q Anxiety,4,YES
UK_CSV0000000000003896__13.csv,UK_CSV0000000000003896__7.csv,Post-Op Q Anxiety,Post-Op Q Anxiety,4,YES
UK_CSV0000000000002010__6.csv,UK_CSV0000000000003896__7.csv,Post-Op Q Anxiety,Post-Op Q Anxiety,4,YES
UK_CSV0000000000002010__9.csv,UK_CSV0000000000003896__7.csv,Post-Op Q Anxiety,Post-Op Q Anxiety,4,YES
UK_CSV0000000000002010__8.csv,UK_CSV0000000000003896__7.csv,Post-Op Q Anxiety,Post-Op Q Anxiety,4,YES
UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__8.csv,Post-Op Q Wound,Post-Op Q Wound,4,YES
UK_CSV0000000000002010__6.csv,UK_CSV0000000000003896__7.csv,Post-Op Q Wound,Post-Op Q Wound,4,YES
USA_CSV0000000000034882__26.csv,USA_CSV0000000000037101__16.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP,4,NO
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__3.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP,4,NO
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__16.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP,4,NO
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__16.csv,ROUTE_SIGNING,ROUTE_SIGNING,4,YES
USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__16.csv,ROUTE_SIGNING,ROUTE_SIGNING,4,YES
USA_CSV0000000000033847__4.csv,USA_CSV0000000000037101__16.csv,ROUTE_SIGNING,ROUTE_SIGNING,4,YES
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__3.csv,TYPE_TERRAIN,TYPE_TERRAIN,4,YES
USA_CSV0000000000034882__14.csv,USA_CSV0000000000037101__16.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R,4,NO
USA_CSV0000000000034882__12.csv,USA_CSV0000000000037101__16.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R,4,NO
USA_CSV0000000000033847__17.csv,USA_CSV0000000000037101__16.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R,4,NO
USA_CSV0000000000034882__22.csv,USA_CSV0000000000037101__16.csv,RURAL_URBAN,RURAL_URBAN,4,YES
USA_CSV0000000000033847__17.csv,USA_CSV0000000000037101__16.csv,RURAL_URBAN,RURAL_URBAN,4,YES
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__20.csv,COUNTY_CODE,COUNTY_CODE,4,YES
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__3.csv,COUNTY_CODE,COUNTY_CODE,4,YES
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__20.csv,FUT_AADT_YEAR,FUT_AADT_YEAR,4,YES
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__3.csv,FUT_AADT_YEAR,FUT_AADT_YEAR,4,YES
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__26.csv,HORZ_ALIGN,HORZ_ALIGN,4,YES
